openalex_id,title,year,venue,cited_by,type,arxiv,doi,authors,abstract,topical,already
W4404782348,Split and Merge: Aligning Position Biases in LLM-based Evaluators,2024,,15,article,,10.18653/v1/2024.emnlp-main.621,"Zongjie Li, Chaozheng Wang, Pingchuan Ma et al.","Large language models (LLMs) have shown promise as automated evaluators for assessing the quality of answers generated by AI systems. However, LLM-based evaluators exhibit position bias, or inconsistency, when used to evaluate candidate answers in pairwise comparisons, favoring either the first or second answer regardless of content. To address this limitation, we propose PORTIA, an alignment-based system designed to mimic human comparison strategies to calibrate position bias in a lightweight yet effective manner. Specifically, PORTIA splits the answers into multiple segments, taking into acc",True,False
W4391556029,LLM-based NLG Evaluation: Current Status and Challenges,2024,arXiv (Cornell University),14,preprint,2402.01383,10.48550/arxiv.2402.01383,"Mingqi Gao, Xinyu Hu, Jie Ruan et al.","Evaluating natural language generation (NLG) is a vital but challenging problem in natural language processing. Traditional evaluation metrics mainly capturing content (e.g. n-gram) overlap between system outputs and references are far from satisfactory, and large language models (LLMs) such as ChatGPT have demonstrated great potential in NLG evaluation in recent years. Various automatic evaluation methods based on LLMs have been proposed, including metrics derived from LLMs, prompting LLMs, fine-tuning LLMs, and human-LLM collaborative evaluation. In this survey, we first give a taxonomy of L",True,False
W4365211718,Can ChatGPT and Bard Generate Aligned Assessment Items? A Reliability Analysis against Human Performance,2023,arXiv (Cornell University),13,preprint,2304.05372,10.48550/arxiv.2304.05372,Abdolvahab Khademi,"ChatGPT and Bard are AI chatbots based on Large Language Models (LLM) that are slated to promise different applications in diverse areas. In education, these AI technologies have been tested for applications in assessment and teaching. In assessment, AI has long been used in automated essay scoring and automated item generation. One psychometric property that these tools must have to assist or replace humans in assessment is high reliability in terms of agreement between AI scores and human raters. In this paper, we measure the reliability of OpenAI ChatGP and Google Bard LLMs tools against ex",True,False
W4406466662,Classification performance and reproducibility of GPT-4 omni for information extraction from veterinary electronic health records,2025,Frontiers in Veterinary Science,13,article,,10.3389/fvets.2024.1490030,"Judit M. Wulcan, Kevin L Jacques, Mary Ann Lee et al.","Large language models (LLMs) can extract information from veterinary electronic health records (EHRs), but performance differences between models, the effect of hyperparameter settings, and the influence of text ambiguity have not been previously evaluated. This study addresses these gaps by comparing the performance of GPT-4 omni (GPT-4o) and GPT-3.5 Turbo under different conditions and by investigating the relationship between human interobserver agreement and LLM errors. The LLMs and five humans were tasked with identifying six clinical signs associated with feline chronic enteropathy in 25",True,False
W4410081533,Consumer Responses to Generative AI Chatbots Versus Search Engines for Product Evaluation,2025,Journal of theoretical and applied electronic commerce research,13,article,,10.3390/jtaer20020093,"Soyoung Kim, Randi Priluck","This research examines differences in consumer responses to large language model AI chatbots versus search engines when reviewing and evaluating product information in the information search stage of the purchase decision process. Building on the mere exposure effect, the consumer–brand relationships literature, and consumer decision-making research, this research investigates consumer search preferences and self-disclosure willingness along with a psychological mechanism. We conducted an experiment comparing two types of product search tools and tested a moderated mediation using Process Mode",True,False
W4387724705,Verbosity Bias in Preference Labeling by Large Language Models,2023,arXiv (Cornell University),10,preprint,2310.10076,10.48550/arxiv.2310.10076,"K. Saito, Akifumi Wachi, Koki Wataoka et al.","In recent years, Large Language Models (LLMs) have witnessed a remarkable surge in prevalence, altering the landscape of natural language processing and machine learning. One key factor in improving the performance of LLMs is alignment with humans achieved with Reinforcement Learning from Human Feedback (RLHF), as for many LLMs such as GPT-4, Bard, etc. In addition, recent studies are investigating the replacement of human feedback with feedback from other LLMs named Reinforcement Learning from AI Feedback (RLAIF). We examine the biases that come along with evaluating LLMs with other LLMs and ",True,False
W4378513190,GPTAraEval: A Comprehensive Evaluation of ChatGPT on Arabic NLP,2023,arXiv (Cornell University),10,preprint,2305.14976,10.48550/arxiv.2305.14976,"Md Tawkat Islam Khondaker, Abdul Waheed, El Moatez Billah Nagoudi et al.","ChatGPT's emergence heralds a transformative phase in NLP, particularly demonstrated through its excellent performance on many English benchmarks. However, the model's efficacy across diverse linguistic contexts remains largely uncharted territory. This work aims to bridge this knowledge gap, with a primary focus on assessing ChatGPT's capabilities on Arabic languages and dialectal varieties. Our comprehensive study conducts a large-scale automated and human evaluation of ChatGPT, encompassing 44 distinct language understanding and generation tasks on over 60 different datasets. To our knowled",True,False
W4411125727,Assessing the accuracy and consistency of large language models in triaging social media posts for psychological distress,2025,Psychiatry Research,9,article,,10.1016/j.psychres.2025.116583,"Michele Settanni, Francesco Quilghini, Anna Toscano et al.","• Moderate to strong positive relationships exist between LLM and clinician-assigned urgency levels, suggesting a degree of alignment in assessing psychological distress. • Explicit role assignment prompts influences urgency LLM scoring, with the effect of assuming a ""clinical psychologist"" role varying in magnitude across different tested models. • Overestimation of mental health urgency intervention highlights the need for clinician oversight. • LLMs offer significant potential for scaling mental health triage in online contexts, but their limitations necessitate careful interpretation of re",True,False
W4412396369,Benchmarking LLM-based Relevance Judgment Methods,2025,,9,article,2504.12558,10.1145/3726302.3730305,"Negar Arabzadeh, Charles L. A. Clarke","Large Language Models (LLMs) are increasingly deployed in both academic and industry settings to automate the evaluation of information seeking systems, particularly by generating graded relevance judgments. Several studies report Kendall τ correlations exceeding 0.85 when comparing system rankings derived from human versus LLM-generated relevance labels. Previous work on LLM-based relevance assessment has primarily focused on replicating graded human relevance judgments through various prompting strategies. However, there has been limited exploration of alternative assessment methods or compr",True,False
W4405767463,LLM-based relevance assessment still can't replace human relevance assessment,2024,arXiv (Cornell University),9,preprint,2412.17156,10.48550/arxiv.2412.17156,"Charles L. A. Clarke, Laura Dietz","The use of large language models (LLMs) for relevance assessment in information retrieval has gained significant attention, with recent studies suggesting that LLM-based judgments provide comparable evaluations to human judgments. Notably, based on TREC 2024 data, Upadhyay et al make a bold claim that LLM-based relevance assessments, such as those generated by the Umbrela system, can fully replace traditional human relevance assessments in TREC-style evaluations. This paper critically examines this claim, highlighting practical and theoretical limitations that undermine the validity of this co",True,False
W4361188952,Error Analysis Prompting Enables Human-Like Translation Evaluation in Large Language Models,2023,arXiv (Cornell University),9,preprint,2303.13809,10.48550/arxiv.2303.13809,"Qingyu Lu, Baopu Qiu, Liang Ding et al.","Generative large language models (LLMs), e.g., ChatGPT, have demonstrated remarkable proficiency across several NLP tasks, such as machine translation, text summarization. Recent research (Kocmi and Federmann, 2023) has shown that utilizing LLMs for assessing the quality of machine translation (MT) achieves state-of-the-art performance at the system level but \textit{performs poorly at the segment level}. To further improve the performance of LLMs on MT quality assessment, we investigate several prompting designs, and propose a new prompting method called \textbf{\texttt{Error Analysis Prompti",True,False
W4412945174,The Alternative Annotator Test for LLM-as-a-Judge: How to Statistically Justify Replacing Human Annotators with LLMs,2025,,9,article,,10.18653/v1/2025.acl-long.782,"Nitay Calderon, Roi Reichart, Rotem Dror",,True,False
W4403573207,Chasing sleep physicians: ChatGPT-4o on the interpretation of polysomnographic results,2024,European Archives of Oto-Rhino-Laryngology,9,article,,10.1007/s00405-024-08985-3,"Christopher Seifen, Tilman Huppertz, Haralampos Gouveris et al.","BACKGROUND: From a healthcare professional's perspective, the use of ChatGPT (Open AI), a large language model (LLM), offers huge potential as a practical and economic digital assistant. However, ChatGPT has not yet been evaluated for the interpretation of polysomnographic results in patients with suspected obstructive sleep apnea (OSA). AIMS/OBJECTIVES: To evaluate the agreement of polysomnographic result interpretation between ChatGPT-4o and a board-certified sleep physician and to shed light into the role of ChatGPT-4o in the field of medical decision-making in sleep medicine. MATERIAL AND ",True,False
W4415518248,AI meets sleep surgery: assessing drug-induced sleep endoscopy interpretation with a large language model,2025,SLEEP,8,article,,10.1093/sleep/zsaf338,"Sholem Hack, Shibli Alsleibi, Shai Shemesh et al.","Abstract Study Objectives To evaluate the performance and safety of a large language model in interpreting drug-induced sleep endoscopy (DISE) videos and providing treatment recommendations for obstructive sleep apnea, compared to expert human raters and the contemporaneous clinical report. Methods This prospective, blinded study included 16 adults undergoing drug-induced sleep endoscopy at a tertiary academic center. For each case, an anonymized procedural video, clinical vignette, and examination findings were independently reviewed by two sleep surgery experts, a senior otolaryngology resid",True,False
W4404782155,How Reliable Are Automatic Evaluation Methods for Instruction-Tuned LLMs?,2024,,8,article,,10.18653/v1/2024.findings-emnlp.367,"Ehsan Doostmohammadi, Oskar Holmström, Marco Kuhlmann","Work on instruction-tuned Large Language Models (LLMs) has used automatic methods based on text overlap and LLM judgments as cost-effective alternatives to human evaluation.In this paper, we perform a meta-evaluation of such methods and assess their reliability across a broad range of tasks.In evaluating how well automatic methods align with human evaluations, correlation metrics are the most commonly employed method despite their inherent limitations when dealing with ties and different scales.To address these shortcomings, we use Pairwise Accuracy as an alternative to standard correlation me",True,False
W4393247764,Aligning with Human Judgement: The Role of Pairwise Preference in Large Language Model Evaluators,2024,arXiv (Cornell University),8,preprint,2403.1695,10.48550/arxiv.2403.16950,"Yinhong Liu, Han Zhou, Zhijiang Guo et al.","Large Language Models (LLMs) have demonstrated promising capabilities as automatic evaluators in assessing the quality of generated natural language. However, LLMs still exhibit biases in evaluation and often struggle to generate coherent evaluations that align with human assessments. In this work, we first conduct a systematic study of the misalignment between LLM evaluators and human evaluation, revealing that existing calibration methods aimed at mitigating biases of LLMs are insufficient for effectively aligning LLM evaluators. Inspired by the use of preference data in RLHF, we formulate t",True,False
W4408128495,Large Language Models’ Accuracy in Emulating Human Experts’ Evaluation of Public Sentiments about Heated Tobacco Products on Social Media: Evaluation Study,2025,Journal of Medical Internet Research,7,article,,10.2196/63631,"Kwanho Kim, Soojong Kim",BACKGROUND: Sentiment analysis of alternative tobacco products discussed on social media is crucial in tobacco control research. Large language models (LLMs) are artificial intelligence models that were trained on extensive text data to emulate the linguistic patterns of humans. LLMs may hold the potential to streamline the time-consuming and labor-intensive process of human sentiment analysis. OBJECTIVE: This study aimed to examine the accuracy of LLMs in replicating human sentiment evaluation of social media messages relevant to heated tobacco products (HTPs). METHODS: GPT-3.5 and GPT-4 Turb,True,False
W4412942267,Biased by Design? Evaluating Bias and Behavioral Diversity in LLM Annotation of Real-World and Synthetic Hotel Reviews,2025,AI,7,article,,10.3390/ai6080178,"Maria C. Voutsa, Nicolas Tsapatsoulis, Constantinos Djouvas","As large language models (LLMs) gain traction among researchers and practitioners, particularly in digital marketing for tasks such as customer feedback analysis and automated communication, concerns remain about the reliability and consistency of their outputs. This study investigates annotation bias in LLMs by comparing human and AI-generated annotation labels across sentiment, topic, and aspect dimensions in hotel booking reviews. Using the HRAST dataset, which includes 23,114 real user-generated review sentences and a synthetically generated corpus of 2000 LLM-authored sentences, we evalua",True,False
W4416025303,Has the creativity of large-language models peaked?,2025,Journal of Creativity,7,article,,10.1016/j.yjoc.2025.100113,"Jennifer Haase, Paul H. P. Hanel, Sebastian Pokutta","Numerous studies reported that large language models (LLMs) can match or even surpass human performance in creative tasks. However, it remains unclear if LLMs have become more creative over time and how consistent their creative output is. In this study, we evaluated 14 widely used LLMs—including GPT-4, Claude, Llama, Grok, Mistral, and DeepSeek—across two validated creativity assessments: the Divergent Association Task (DAT) and the Alternative Uses Task (AUT). We found no evidence of increased creative performance over the past 18–24 months, with GPT-4 performing worse than in previous studi",True,False
W4412030659,On the Effectiveness of LLM-as-a-Judge for Code Generation and Summarization,2025,IEEE Transactions on Software Engineering,7,article,,10.1109/tse.2025.3586082,"Giuseppe Crupi, Rosalia Tufano, Alejandro Velasco et al.","Large Language Models (LLMs) have been recently exploited as judges for complex natural language processing tasks, such as Q&A (Question & Answer). The basic idea is to delegate to an LLM the assessment of the “quality” of the output provided by an automated technique (often another LLM) for tasks for which: (i) quantitative metrics would only tell part of the story, and; (ii) a large-scale human-based evaluation would be too expensive. LLMs-as-a-judge, if proven effective for a specific task, can also unlock new possibilities for automation, with several LLMs proposing a solution for a given ",True,False
W4389518939,GPT-4 as an Effective Zero-Shot Evaluator for Scientific Figure Captions,2023,,6,article,,10.18653/v1/2023.findings-emnlp.363,"Ting-Yao Hsu, Chieh-Yang Huang, Ryan A. Rossi et al.","There is growing interest in systems that generate captions for scientific figures. However, assessing these systems’ output poses a significant challenge. Human evaluation requires academic expertise and is costly, while automatic evaluation depends on often low-quality author-written captions. This paper investigates using large language models (LLMs) as a cost-effective, reference-free method for evaluating figure captions. We first constructed SCICAP-EVAL, a human evaluation dataset that contains human judgments for 3,600 scientific figure captions, both original and machine-made, for 600 ",True,False
W4367190671,Multidimensional Evaluation for Text Style Transfer Using ChatGPT,2023,arXiv (Cornell University),6,preprint,2304.13462,10.48550/arxiv.2304.13462,"Huiyuan Lai, Antonio Toral, Malvina Nissim","We investigate the potential of ChatGPT as a multidimensional evaluator for the task of \emph{Text Style Transfer}, alongside, and in comparison to, existing automatic metrics as well as human judgements. We focus on a zero-shot setting, i.e. prompting ChatGPT with specific task instructions, and test its performance on three commonly-used dimensions of text style transfer evaluation: style strength, content preservation, and fluency. We perform a comprehensive correlation analysis for two transfer directions (and overall) at different levels. Compared to existing automatic metrics, ChatGPT ac",True,False
W4407166619,Revolutionizing Peer Review: A Comparative Analysis of ChatGPT and Human Review Reports in Scientific Publishing,2025,Preprints.org,6,preprint,,10.20944/preprints202502.0058.v1,"Jovan Shopovski, Raihana Mohdali, Dejan Marolov",ChatGPT-4 and other large language models (LLMs) and their use in academic writing have raised questions regarding their capacity to facilitate the peer review process. This research article compares AI-generated peer review reports (using ChatGPT-4 with tools) with traditional review reports generated by humans. The review reports were received for 198 manuscripts submitted to the European Scientific Journal (ESJ) between January and September 2024. Each manuscript underwent a parallel evaluation process. First by human reviewers of the journal and by ChatGPT-4 with tools paid version afterwa,True,False
W4404782021,Beyond Agreement: Diagnosing the Rationale Alignment of Automated Essay Scoring Methods based on Linguistically-informed Counterfactuals,2024,,6,article,,10.18653/v1/2024.findings-emnlp.520,"Yupei Wang, Renfen Hu, Zhe Zhao","While current Automated Essay Scoring (AES) methods demonstrate high scoring agreement with human raters, their decision-making mechanisms are not fully understood.Our proposed method, using counterfactual intervention assisted by Large Language Models (LLMs), reveals that BERT-like models primarily focus on sentence-level features, whereas LLMs such as GPT-3.5,GPT-4 and Llama-3 are sensitive to conventions & accuracy, language complexity, and organization, indicating a more comprehensive rationale alignment with scoring rubrics.Moreover, LLMs can discern counterfactual interventions when givi",True,False
W4399837631,Judging the Judges: Evaluating Alignment and Vulnerabilities in LLMs-as-Judges,2024,arXiv (Cornell University),6,preprint,2406.12624,10.48550/arxiv.2406.12624,"Aman Singh Thakur, Kartik Choudhary, Venkat Srinik Ramayapally et al.","Offering a promising solution to the scalability challenges associated with human evaluation, the LLM-as-a-judge paradigm is rapidly gaining traction as an approach to evaluating large language models (LLMs). However, there are still many open questions about the strengths and weaknesses of this paradigm, and what potential biases it may hold. In this paper, we present a comprehensive study of the performance of various LLMs acting as judges, focusing on a clean scenario in which inter-human agreement is high. Investigating thirteen judge models of different model sizes and families, judging a",True,False
W4404781801,PEDANTS: Cheap but Effective and Interpretable Answer Equivalence,2024,,6,article,,10.18653/v1/2024.findings-emnlp.548,"Zongxia Li, Ishani Mondal, Huy Nghiem et al.","Question answering (QA) can only make progress if we know if an answer is correct, but current answer correctness (AC) metrics struggle with verbose, free-form answers from large language models (LLMs).There are two challenges with current short-form QA evaluations: a lack of diverse styles of evaluation data and an over-reliance on expensive and slow LLMs.LLM-based scorers correlate better with humans, but this expensive task has only been tested on limited QA datasets.We rectify these issues by providing rubrics and datasets for evaluating machine QA adopted from the Trivia community.We also",True,False
W4410574007,Large-scale moral machine experiment on large language models,2025,PLoS ONE,5,article,,10.1371/journal.pone.0322776,"Muhammad Ahmad, Kazuhiro Takemoto","The rapid advancement of Large Language Models (LLMs) and their potential integration into autonomous driving systems necessitates understanding their moral decision-making capabilities. While our previous study examined four prominent LLMs using the Moral Machine experimental framework, the dynamic landscape of LLM development demands a more comprehensive analysis. Here, we evaluate moral judgments across 52 different LLMs, including multiple versions of proprietary models (GPT, Claude, Gemini) and open-source alternatives (Llama, Gemma), to assess their alignment with human moral preferences",True,False
W4401043072,Comparing Two Model Designs for Clinical Note Generation; Is an LLM a Useful Evaluator of Consistency?,2024,,5,article,,10.18653/v1/2024.findings-naacl.25,"Nathan Brake, Thomas Schaaf","Following an interaction with a patient, physicians are responsible for the submission of clinical documentation, often organized as a SOAP note.A clinical note is not simply a summary of the conversation but requires the use of appropriate medical terminology.The relevant information can then be extracted and organized according to the structure of the SOAP note.In this paper we analyze two different approaches to generate the different sections of a SOAP note based on the audio recording of the conversation, and specifically examine them in terms of note consistency.The first approach genera",True,False
W4377865136,Large Language Models are Not Yet Human-Level Evaluators for Abstractive Summarization,2023,arXiv (Cornell University),5,preprint,2305.13091,10.48550/arxiv.2305.13091,"Chenhui Shen, Liying Cheng, Nguyen, Xuan-Phi et al.","With the recent undeniable advancement in reasoning abilities in large language models (LLMs) like ChatGPT and GPT-4, there is a growing trend for using LLMs on various tasks. One area where LLMs can be employed is as an alternative evaluation metric for complex generative tasks, which generally demands expensive human judges to complement the traditional automatic metrics for various evaluation dimensions such as fluency and consistency. In this work, we conduct extensive analysis to investigate the stability and reliability of LLMs as automatic evaluators for abstractive summarization. We fo",True,False
W4414912504,Evaluation of large language models within GenAI in qualitative research,2025,Scientific Reports,5,article,,10.1038/s41598-025-18969-w,"Supriya D. Mehta, Souvik Paul, Enid Awiti et al.","Large language models (LLMs) perform tasks such as summarizing information and analyzing sentiment to generate meaningful and natural responses. The application of GenAI incorporating LLMs raises potential utilities for conducting qualitative research. Using a qualitative study that assessed the impact of the COVID-19 pandemic on the sexual and reproductive health of adolescent girls and young women (AGYW) in rural western Kenya: our objective was to compare thematic analyses conducted by GenAI using LLM to qualitative analysis conducted by humans, with regards to major themes identified, sele",True,False
W4413442135,Leveraging large language models for thematic analysis: a case study in the charity sector,2025,AI & Society,5,article,,10.1007/s00146-025-02487-4,"Chuanchi Wen, Paul Clough, Rachel Paton et al.","Abstract This study explores how large language models (LLMs) can support deductive and inductive thematic coding in real-life contexts, balancing AI-driven efficiency with essential human oversight. Using three datasets from Tearfund, a UK-based Christian charity, we propose a dual-role human–LLM collaborative framework where the LLM functions as an initial annotator and a validator. In the deductive phase, GPT-4o and GPT-4o-mini were compared against human coders. GPT-4o achieved a substantial agreement in multi-label thematic categorization (κ = 0.61–0.65), while GPT-4o-mini showed a modera",True,False
W4405193806,Quati: A Brazilian Portuguese Information Retrieval Dataset from Native Speakers,2024,,4,article,,10.5753/stil.2024.245426,"Mirelle Candida Bueno, E. Seiti de Oliveira, Rodrigo Nogueira et al.","We present Quati, a dataset specifically designed for evaluating Information Retrieval (IR) systems for the Brazilian Portuguese language. It comprises a collection of queries formulated by native speakers and a curated set of documents sourced from a selection of frequently accessed Brazilian Portuguese websites, which ensures a representative and relevant corpus. To label the query–document pairs, we use a state-of-the-art LLM, which shows inter-annotator agreement levels comparable to human performance in our assessments. Our annotation methodology is described, enabling the cost-effective ",True,False
W4404341075,Self-Preference Bias in LLM-as-a-Judge,2024,arXiv (Cornell University),4,preprint,2410.21819,10.48550/arxiv.2410.21819,"Koki Wataoka, Tsubasa Takahashi, Ryokan Ri","Automated evaluation leveraging large language models (LLMs), commonly referred to as LLM evaluators or LLM-as-a-judge, has been widely used in measuring the performance of dialogue systems. However, the self-preference bias in LLMs has posed significant risks, including promoting specific styles or policies intrinsic to the LLMs. Despite the importance of this issue, there is a lack of established methods to measure the self-preference bias quantitatively, and its underlying causes are poorly understood. In this paper, we introduce a novel quantitative metric to measure the self-preference bi",True,False
W4412377811,Large Language Model Relevance Assessors Agree With One Another More Than With Human Assessors,2025,,4,article,,10.1145/3726302.3730218,"Maik Fröbe, Andrew Parry, Ferdinand Schlatt et al.","Relevance judgments can differ between assessors, but previous work has shown that such disagreements have little impact on the effectiveness rankings of retrieval systems. This applies to disagreements between humans as well as between human and large language model (LLM) assessors. However, the agreement between different LLM~assessors has not yet been systematically investigated. To close this gap, we compare eight LLM~assessors on the TREC DL tracks and the retrieval task of the RAG track with each other and with human assessors. We find that the agreement between LLM~assessors is higher t",True,False
W4407212961,"Training an LLM-as-a-Judge Model: Pipeline, Insights, and Practical Lessons",2025,,4,preprint,2502.02988,10.1145/3701716.3715265,"Renjun Hu, Cheng Yi, Libin Meng et al.","The rapid advancement of large language models (LLMs) has opened new possibilities for their adoption as evaluative judges. This paper introduces Themis, a fine-tuned LLM judge that delivers sophisticated context-aware evaluations. We provide a comprehensive overview of the development pipeline for Themis, highlighting its scenario-dependent evaluation prompts and two novel methods for controlled instruction generation. These designs enable Themis to effectively distill evaluative skills from teacher models, while retaining flexibility for continuous development. We introduce two human-labeled",True,False
W4399511950,WildBench: Benchmarking LLMs with Challenging Tasks from Real Users in the Wild,2024,arXiv (Cornell University),4,preprint,2406.0477,10.48550/arxiv.2406.04770,"Bill Yuchen Lin, Yuntian Deng, Khyathi Raghavi Chandu et al.","We introduce WildBench, an automated evaluation framework designed to benchmark large language models (LLMs) using challenging, real-world user queries. WildBench consists of 1,024 tasks carefully selected from over one million human-chatbot conversation logs. For automated evaluation with WildBench, we have developed two metrics, WB-Reward and WB-Score, which are computable using advanced LLMs such as GPT-4-turbo. WildBench evaluation uses task-specific checklists to evaluate model outputs systematically and provides structured explanations that justify the scores and comparisons, resulting i",True,False
W4412377345,A Human-AI Comparative Analysis of Prompt Sensitivity in LLM-Based Relevance Judgment,2025,,4,article,2504.12408,10.1145/3726302.3730159,"Negar Arabzadeh, Charles L. A. Clarke","Large Language Models (LLMs) are increasingly used to automate relevance judgments for information retrieval (IR) tasks, often demonstrating agreement with human labels that approaches inter-human agreement. To assess the robustness and reliability of LLM-based relevance judgments, we systematically investigate impact of prompt sensitivity on the task. We collected prompts for relevance assessment from 15 human experts and 15 LLMs across three tasks-binary, graded, and pairwise-yielding 90 prompts in total. We compare LLM-generated labels with TREC official human labels using Cohen's κ and pai",True,False
W4387695495,Automating Clinical Phenotyping Using Natural Language Processing: An Application for Crohn’s Disease,2023,medRxiv,3,preprint,,10.1101/2023.10.16.23297099,"Linea Schmidt, Susanne Ibing, Florian Borchert et al.","Abstract Real-world studies based on electronic health records often require manual chart review to derive patients’ clinical phenotypes, a labor-intensive task with limited scalability. Here, we developed and compared computable phenotyping based on rules using the spaCy frame-work and a Large Language Model (LLM), GPT-4, for disease behavior and age at diagnosis of Crohn’s disease patients. We are the first to describe computable phenotyping algorithms using clinical texts for these complex tasks with previously described inter-annotator agreements between 0.54 and 0.98. The data comprised c",True,False
W4404390896,LLM-GLOBE: A Benchmark Evaluating the Cultural Values Embedded in LLM Output,2024,arXiv (Cornell University),3,preprint,2411.06032,10.48550/arxiv.2411.06032,"Elise Karinshak, Amanda Hu, Kewen Kong et al.","Immense effort has been dedicated to minimizing the presence of harmful or biased generative content and better aligning AI output to human intention; however, research investigating the cultural values of LLMs is still in very early stages. Cultural values underpin how societies operate, providing profound insights into the norms, priorities, and decision making of their members. In recognition of this need for further research, we draw upon cultural psychology theory and the empirically-validated GLOBE framework to propose the LLM-GLOBE benchmark for evaluating the cultural value systems of ",True,False
W4393968011,LLMs in the Loop: Leveraging Large Language Model Annotations for Active Learning in Low-Resource Languages,2024,arXiv (Cornell University),3,preprint,2404.02261,10.48550/arxiv.2404.02261,"Nataliia Kholodna, Sahib Julka, Mohammad Khodadadi et al.","Low-resource languages face significant barriers in AI development due to limited linguistic resources and expertise for data labeling, rendering them rare and costly. The scarcity of data and the absence of preexisting tools exacerbate these challenges, especially since these languages may not be adequately represented in various NLP datasets. To address this gap, we propose leveraging the potential of LLMs in the active learning loop for data annotation. Initially, we conduct evaluations to assess inter-annotator agreement and consistency, facilitating the selection of a suitable LLM annotat",True,False
W4402466848,Trust or Escalate: LLM Judges with Provable Guarantees for Human Agreement,2024,arXiv (Cornell University),3,preprint,2407.1837,10.48550/arxiv.2407.18370,"Jaehun Jung, Faeze Brahman, Yejin Choi","We present a principled approach to provide LLM-based evaluation with a rigorous guarantee of human agreement. We first propose that a reliable evaluation method should not uncritically rely on model preferences for pairwise evaluation, but rather assess the confidence of judge models and selectively decide when to trust its judgement. We then show that under this selective evaluation framework, human agreement can be provably guaranteed -- such that the model evaluation aligns with that of humans to a user-specified agreement level. As part of our framework, we also introduce Simulated Annota",True,False
W4410638169,JudgeBlender: Ensembling Automatic Relevance Judgments,2025,,3,article,,10.1145/3701716.3715536,"Hossein A. Rahmani, Emine Yilmaz, Nick Craswell et al.","The effective training and evaluation of retrieval systems require a substantial amount of relevance judgments, which are traditionally collected from human assessors - a process that is both costly and time-consuming. Large Language Models (LLMs) have shown promise in generating relevance labels for search tasks, offering a potential alternative to manual assessments. Current approaches often rely on a single LLM, such as GPT-4, which, despite being effective, are expensive and prone to intra-model biases that can favour systems leveraging similar models. In this work, we introduce JudgeBlend",True,False
W4414708191,From Voices to Validity: Leveraging Large Language Models (LLMs) for Textual Analysis of Policy Stakeholder Interviews,2025,AERA Open,3,article,,10.1177/23328584251374595,"Alex Liu, Sun Min","Stakeholder feedback is essential for policymakers to evaluate and develop effective policies, but traditional qualitative analysis methods are often labor-intensive and time-consuming. This study investigates the use of Large Language Models (LLMs) like GPT-4 Turbo (GPT-4) with human expertise to analyze stakeholder interviews regarding K–12 education policy in a U.S. state. The research employed a mixed-methods approach where human experts developed a codebook and iterative prompts for GPT-4 to conduct thematic and sentiment analysis. Results demonstrated that GPT-4’s thematic coding achieve",True,False
W4410296792,Online Prediction of User Enjoyment in Human-Robot Dialogue with LLMs,2025,,3,article,,10.1109/hri61500.2025.10973944,"Ruben Janssens, André Pereira, Gabriel Skantze et al.","Large Language Models (LLMs) allow social robots to engage in unconstrained open-domain dialogue, but often make mistakes when employed in real-world interactions, requiring adaptation of LLMs to specific conversational contexts. However, LLM adaptation techniques require a feedback signal, ideally for multiple alternative utterances. At the same time, human-robot dialogue data is scarce and research often relies on external annotators. A tool for automatic prediction of user enjoyment in human-robot dialogue is therefore needed. We investigate the possibility of predicting user enjoyment turn",True,False
W7118122470,An Experimental Assessment of AI-Based Legal Decision-Making Systems in Contract Analysis and Risk Detection,2025,Qubahan Techno Journal,3,article,,10.48161/qtj.v5n1a81,"Tatiana Suplicy Barbosa, Douglas de Castro, Anand Kumar Singh et al.","This comprehensive experimental study evaluates the performance, reliability, and practical applicability of AI-based legal decision-making systems in contract analysis and risk detection. Utilizing a corpus of 5,247 contracts with expert-validated annotations from 12 legal professionals, we benchmark four classes of AI systems—rule-based, supervised machine learning (XGBoost), fine-tuned transformer models (Legal-BERT), and large language models (GPT-4, Claude 3)—across multiple dimensions critical to legal practice. The Key Findings of this research : a) Performance Variability: Fine-tuned L",True,False
W4404402271,LLM-Assisted Relevance Assessments: When Should We Ask LLMs for Help?,2024,arXiv (Cornell University),3,preprint,2411.06877,10.48550/arxiv.2411.06877,"Rikiya Takehi, Ellen M. Voorhees, Tetsuya Sakai et al.","Test collections are information-retrieval tools that allow researchers to quickly and easily evaluate ranking algorithms. While test collections have become an integral part of IR research, the process of data creation involves significant manual-annotation effort, which often makes it very expensive and time-consuming. Consequently, test collections can become too small when the budget is limited, which may lead to unstable evaluations. As a cheaper alternative, recent studies have proposed using large language models (LLMs) to completely replace human assessors. However, while LLMs correlat",True,False
W7160705148,CalibJudge: Calibrated LLM-as-a-Judge for Multilingual RAG with Uncertainty-Aware Scoring,2026,,3,article,,10.1145/3807246.3807349,"Chenfeiyu Wen, Ao Zhu, Runkun Long et al.","Large Language Models (LLMs) serving as automatic evaluators (LLM-as-a-Judge) have become essential for assessing Retrieval-Augmented Generation (RAG) systems. However, in multilingual settings, these judges exhibit significant calibration drift across languages, producing scores that are neither comparable nor aligned with human judgments. We present CalibJudge, a post-hoc calibration framework that addresses this challenge through: (1) language-specific temperature scaling, (2) uncertainty quantification, and (3) selective abstention. We evaluate CalibJudge on the MEMERAG benchmark covering ",True,False
